name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Auckland,New Zealand",22/01/2023,24.8,17,20.4,24.8,17,20.4,16.3,77.7,0,0,0,rain,0,0,19.8,24.1,205.2,1014.8,16.8,13.2,310.5,26.8,10,10,2023-01-22T06:24:58,2023-01-22T20:39:17,0,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",23/01/2023,23,16.9,20,23,16.9,20,14.2,70.5,0,0,0,,0,0,24.8,18.4,210.1,1016.8,14.1,13.7,378.5,32.6,10,10,2023-01-23T06:26:03,2023-01-23T20:38:44,0.04,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",24/01/2023,24,16.1,19.9,24,16.1,19.9,15.3,75.6,2.925,100,12.5,rain,0,0,46.4,29.5,46.8,1018.9,39.2,13.1,253.3,21.9,10,10,2023-01-24T06:27:08,2023-01-24T20:38:09,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",25/01/2023,24.1,15.8,20,24.1,15.8,20,14.3,71.4,0,0,0,,0,0,29.5,29.5,51.3,1022.3,30.2,13.5,250.7,21.7,9,10,2023-01-25T06:28:13,2023-01-25T20:37:32,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",26/01/2023,24,16.1,19.9,24,16.1,19.9,14.1,70.8,0.025,100,4.17,rain,0,0,51.8,35.3,75.7,1020.5,55.6,13.5,273.5,23.6,10,10,2023-01-26T06:29:19,2023-01-26T20:36:54,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",27/01/2023,20.1,17.2,19.4,20.1,17.2,19.4,18.7,95.9,108.086,100,29.17,rain,0,0,59,40.7,57.2,1011.4,92.5,6.3,23.2,1.9,1,10,2023-01-27T06:30:25,2023-01-27T20:36:13,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",28/01/2023,23.9,20,21.9,23.9,20,21.9,20.5,91.8,164.763,100,25,rain,0,0,43.9,44.6,31.4,1007.2,91.8,10.3,257.7,22.3,10,30,2023-01-28T06:31:31,2023-01-28T20:35:31,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",29/01/2023,24,20.2,21.6,24,20.2,21.6,20.7,95.1,12.905,100,20.83,rain,0,0,42.5,27.7,48.9,1015,83.9,10,91,8,4,30,2023-01-29T06:32:37,2023-01-29T20:34:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",30/01/2023,21.9,19.1,20.7,21.9,19.1,20.7,18.4,87.2,13.043,100,16.67,rain,0,0,43.9,25.9,63.6,1018,70.2,10.7,101,8.5,3,10,2023-01-30T06:33:43,2023-01-30T20:34:02,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",31/01/2023,22.8,19,20.8,22.8,19,20.8,18.4,86.4,2.891,100,12.5,rain,0,0,68.4,46.4,72.9,1015,79.8,10.5,94.4,8.1,4,10,2023-01-31T06:34:49,2023-01-31T20:33:15,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",1/02/2023,26,19,21.9,26,19,21.9,19.9,88.8,32.332,100,16.67,rain,0,0,66.2,37.1,46.5,1011.2,82,10.3,274.2,23.5,10,30,2023-02-01T06:35:56,2023-02-01T20:32:26,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2/02/2023,26.1,20.1,22.5,26.1,20.1,22.5,20.5,88.7,1.075,100,8.33,rain,0,0,50,29.5,33.6,1013,72.7,11.8,258.2,22.3,10,10,2023-02-02T06:37:02,2023-02-02T20:31:36,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",3/02/2023,22.9,21,21.7,22.9,21,21.7,20.9,95.6,8.642,100,16.67,rain,0,0,43.9,37.1,34.9,1016.7,92.7,7.6,85,7.4,3,10,2023-02-03T06:38:08,2023-02-03T20:30:44,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",4/02/2023,25.1,20.9,22.5,25.1,20.9,22.5,19.7,84.8,0.583,100,8.33,rain,0,0,28.4,20.5,23.3,1019.4,51.8,11.2,206.9,18,7,10,2023-02-04T06:39:14,2023-02-04T20:29:51,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",5/02/2023,25,18.9,21.7,25,18.9,21.7,18.5,82.8,0,0,0,rain,0,0,29.5,27.7,27.8,1016.8,48.2,12.8,286.8,24.8,10,10,2023-02-05T06:40:20,2023-02-05T20:28:56,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",6/02/2023,23.8,17.2,20.4,23.8,17.2,20.4,18.2,88,11.867,100,16.67,rain,0,0,33.5,25.9,297.2,1011.4,63.7,10.1,189.7,16.5,7,10,2023-02-06T06:41:26,2023-02-06T20:27:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",7/02/2023,23.2,16.9,20.6,23.2,16.9,20.6,15.6,73.9,0.008,100,4.17,rain,0,0,25.2,24.1,220,1008.9,39.4,11.4,208.4,18.1,6,10,2023-02-07T06:42:32,2023-02-07T20:27:01,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",8/02/2023,23.2,17.1,20.5,23.2,17.1,20.5,14.8,70.4,0,0,0,rain,0,0,28.4,27.7,234.6,1007.5,22.5,12.8,206.8,17.7,9,10,2023-02-08T06:43:38,2023-02-08T20:26:02,0.58,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",9/02/2023,22.1,17.8,19.6,22.1,17.8,19.6,12.8,65.7,0.1,100,4.17,rain,0,0,34.6,33.5,220.7,1010.7,45.4,13.1,272.3,23.4,10,10,2023-02-09T06:44:43,2023-02-09T20:25:01,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",10/02/2023,23.8,15.1,19.3,23.8,15.1,19.3,13.7,70.7,0,0,0,rain,0,0,35.6,27.7,148.7,1016,50.3,13.5,264.7,22.9,10,10,2023-02-10T06:45:48,2023-02-10T20:23:59,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",11/02/2023,22.8,17.1,19.6,22.8,17.1,19.6,14.6,73.8,0.159,100,12.5,rain,0,0,54.4,37.1,86.7,1014.5,44.5,13.1,204.8,17.7,7,10,2023-02-11T06:46:53,2023-02-11T20:22:56,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",12/02/2023,18.9,16.9,17.8,18.9,16.9,17.8,15.1,84.6,16.522,100,33.33,rain,0,0,83.5,44.6,110.2,1003.4,83.9,12.3,62.2,5.3,3,10,2023-02-12T06:47:58,2023-02-12T20:21:51,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",13/02/2023,18.1,16,16.9,18.1,16,16.9,15.2,89.8,29.043,100,29.17,rain,0,0,90,51.8,149.2,987.2,90.8,8.9,35.5,3.1,1,10,2023-02-13T06:49:02,2023-02-13T20:20:45,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",14/02/2023,20.1,16.1,18.4,20.1,16.1,18.4,15.9,85.7,53.4,100,16.67,rain,0,0,88.9,63,210.4,980.8,93.1,7.8,109,9.3,4,10,2023-02-14T06:50:06,2023-02-14T20:19:38,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",15/02/2023,22.9,18.1,20.2,22.9,18.1,20.2,16.8,81.2,0,0,0,,0,0,63.4,42.5,244.6,998.7,38,10.8,298.3,25.7,10,10,2023-02-15T06:51:10,2023-02-15T20:18:30,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",16/02/2023,22.9,17.1,19.5,22.9,17.1,19.5,16.4,82.7,0,0,0,rain,0,0,22.7,25.9,246.3,1003.8,29.9,12.9,190.5,16.5,9,10,2023-02-16T06:52:13,2023-02-16T20:17:20,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",17/02/2023,23,15.1,19,23,15.1,19,13.6,72,0.017,100,4.17,rain,0,0,28.8,29.5,187.5,1010.1,22.9,13.5,347.6,30.1,10,10,2023-02-17T06:53:16,2023-02-17T20:16:10,0.89,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"D0000,93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",18/02/2023,23.9,13.1,18.2,23.9,13.1,18.2,15.2,84.1,16.51,100,16.67,rain,0,0,15.8,13,173.9,1017.4,43.3,12.2,272.8,23.7,9,10,2023-02-18T06:54:19,2023-02-18T20:14:58,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",19/02/2023,23,15.1,19.4,23,15.1,19.4,16.3,83.1,15.343,100,8.33,rain,0,0,20.5,22.3,225.1,1022.1,30.6,12.6,293.6,25.4,10,10,2023-02-19T06:55:22,2023-02-19T20:13:45,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",20/02/2023,23.8,15.1,19.5,23.8,15.1,19.5,16.8,84.8,0,0,0,,0,0,16.9,24.1,218.2,1025.2,2.3,13.2,297.1,25.6,10,10,2023-02-20T06:56:24,2023-02-20T20:12:32,0,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",21/02/2023,23.9,15.9,19.7,23.9,15.9,19.7,16.9,85.2,0.2,100,4.17,rain,0,0,9.7,20.5,212.1,1023.9,13.7,11.8,343.1,29.5,10,10,2023-02-21T06:57:25,2023-02-21T20:11:17,0.02,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",22/02/2023,24.1,15.9,19.8,24.1,15.9,19.8,17.1,85.3,0,0,0,rain,0,0,18.4,24.1,233.5,1017,43.3,11.7,168.8,14.7,6,10,2023-02-22T06:58:27,2023-02-22T20:10:01,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",23/02/2023,23,18,19.8,23,18,19.8,17.1,84.6,0.192,100,4.17,rain,0,0,17.3,27.7,240,1011.9,81.6,13.1,208.7,18,9,10,2023-02-23T06:59:28,2023-02-23T20:08:45,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",24/02/2023,18.9,14.9,16.5,18.9,14.9,16.5,14.6,88.9,24.99,100,33.33,rain,0,0,35.3,29.5,123.1,1013.2,93.6,10.5,53,4.5,3,10,2023-02-24T07:00:29,2023-02-24T20:07:28,0.12,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",25/02/2023,21.1,14.9,18,21.1,14.9,18,15.6,86.3,24.366,100,29.17,rain,0,0,37.4,35.3,55.5,1014.4,92,12.5,177.5,15.1,8,10,2023-02-25T07:01:29,2023-02-25T20:06:09,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",26/02/2023,24,14.8,19.6,24,14.8,19.6,15.5,78.7,0.391,100,8.33,rain,0,0,18,20.5,19.9,1018.3,47.7,13.4,280,24.2,10,10,2023-02-26T07:02:29,2023-02-26T20:04:50,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",27/02/2023,22,17.8,19.3,22,17.8,19.3,17.2,87.7,4.074,100,20.83,rain,0,0,18.4,18.4,174,1014.7,52.1,12.8,146.8,12.6,5,10,2023-02-27T07:03:29,2023-02-27T20:03:30,0.25,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",28/02/2023,23,16.8,19.1,23,16.8,19.1,15.7,81.8,0.399,100,12.5,rain,0,0,27,25.9,200,1011.9,46.4,13.7,295.8,25.5,10,10,2023-02-28T07:04:28,2023-02-28T20:02:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",1/03/2023,23.9,14.9,19,23.9,14.9,19,16.6,86.8,0,0,0,rain,0,0,18,22.3,214.1,1011.8,12.7,12.2,215.4,18.5,10,10,2023-03-01T07:05:27,2023-03-01T20:00:48,0.28,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2/03/2023,23.1,15.1,19.2,23.1,15.1,19.2,15.7,81.6,0.2,100,4.17,rain,0,0,22.7,24.1,208.7,1013,5.5,13.2,319.8,27.5,10,10,2023-03-02T07:06:25,2023-03-02T19:59:26,0.32,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",3/03/2023,24,15,19.2,24,15,19.2,16.4,84.6,0,0,0,,0,0,9,22.3,211.3,1011.6,45.8,12.3,276.1,23.8,10,10,2023-03-03T07:07:24,2023-03-03T19:58:04,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",4/03/2023,23.2,17.1,20.4,23.2,17.1,20.4,17.2,82.8,0.008,100,4.17,rain,0,0,34.6,25.9,215.3,1009.3,41.5,13.4,305.7,26.4,10,10,2023-03-04T07:08:22,2023-03-04T19:56:41,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",5/03/2023,22.1,18.8,20,22.1,18.8,20,15.8,77,0,0,0,,0,0,36,29.5,218.7,1009.2,80.7,11.7,243.8,21.1,10,10,2023-03-05T07:09:19,2023-03-05T19:55:17,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",6/03/2023,21.8,16.1,19,21.8,16.1,19,15.5,80.6,1.637,100,16.67,rain,0,0,28.8,24.1,150.7,1011.7,79.5,12.6,162.1,14.1,6,10,2023-03-06T07:10:16,2023-03-06T19:53:52,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",7/03/2023,22.9,13.1,18.4,22.9,13.1,18.4,14.2,78.3,0.024,100,12.5,rain,0,0,19.1,25.9,233.8,1015.7,19.9,13.5,285.5,24.5,10,10,2023-03-07T07:11:13,2023-03-07T19:52:28,0.48,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",8/03/2023,22.1,12.9,18.1,22.1,12.9,18.1,13.8,77,0.008,100,4.17,rain,0,0,20.9,22.3,230.7,1015.4,13.9,13.5,292.5,25.4,10,10,2023-03-08T07:12:10,2023-03-08T19:51:02,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",9/03/2023,22.1,14.1,19,22.1,14.1,19,15.3,80.3,0,0,0,,0,0,27,22.3,309.3,1012.4,26.4,13.2,161.8,14,7,10,2023-03-09T07:13:06,2023-03-09T19:49:36,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",10/03/2023,23.8,19,20.4,23.8,19,20.4,17.5,83.8,3.209,100,12.5,rain,0,0,41,31.7,285.6,1007.2,79.5,12.5,124.9,10.8,5,30,2023-03-10T07:14:02,2023-03-10T19:48:10,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",11/03/2023,22,18.1,19.8,22,18.1,19.8,14.5,72,0.591,100,8.33,rain,0,0,38.9,33.5,221.5,1012.4,31,12.3,293,25.3,10,10,2023-03-11T07:14:58,2023-03-11T19:46:44,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,E2751,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",12/03/2023,22.9,16.1,19.3,22.9,16.1,19.3,14.8,76.2,0,0,0,,0,0,28.4,25.9,222.3,1014.5,21.3,13.2,241.3,20.7,7,10,2023-03-12T07:15:54,2023-03-12T19:45:17,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",13/03/2023,22.8,16.1,18.9,22.8,16.1,18.9,15.6,81.2,0.775,100,8.33,rain,0,0,38.9,29.5,281.1,1012,60.6,12.6,112.3,9.7,5,10,2023-03-13T07:16:49,2023-03-13T19:43:49,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",14/03/2023,21.1,14.9,17.9,21.1,14.9,17.9,10.3,61.7,0.966,100,8.33,rain,0,0,36.7,25.9,204,1018.9,20.2,13.5,296.5,25.6,9,10,2023-03-14T07:17:44,2023-03-14T19:42:22,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",15/03/2023,22.1,11.1,16.7,22.1,11.1,16.7,12.2,77.2,0.008,100,4.17,rain,0,0,12.6,16.6,205.6,1023.1,2.3,12.9,257.6,22.2,10,10,2023-03-15T07:18:38,2023-03-15T19:40:54,0.75,Rain,Clear conditions throughout the day with afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",16/03/2023,23,13.1,17.8,23,13.1,17.8,14.4,81.4,0.2,100,4.17,rain,0,0,46.4,33.5,35.1,1021.1,48.4,13.5,170.4,14.6,6,10,2023-03-16T07:19:33,2023-03-16T19:39:26,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93119099999,E0594,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",17/03/2023,24,18,20.9,24,18,20.9,18.5,86.6,8.141,100,20.83,rain,0,0,40.7,27.7,352.2,1015.7,89.5,11.4,107.2,9.4,5,10,2023-03-17T07:20:27,2023-03-17T19:37:58,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",18/03/2023,22.9,17.1,20.1,22.9,17.1,20.1,16.8,81.9,12.191,100,12.5,rain,0,0,42.8,25.9,248.8,1018.4,50.8,11.9,233.3,20,10,10,2023-03-18T07:21:21,2023-03-18T19:36:29,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",19/03/2023,22,14,18.2,22,14,18.2,14.7,80.7,0,0,0,,0,0,20.9,25.9,205.6,1022.8,15.7,11.7,239.2,20.6,9,10,2023-03-19T07:22:15,2023-03-19T19:35:01,0.9,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",20/03/2023,22.1,13.1,17.7,22.1,13.1,17.7,14.2,81,0.008,100,4.17,rain,0,0,15.1,18.4,219.8,1021.1,3.2,13.1,223.3,19.4,10,10,2023-03-20T07:23:09,2023-03-20T19:33:32,0.94,Rain,Clear conditions throughout the day with morning rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",21/03/2023,20.9,14.1,16.7,20.9,14.1,16.7,14.4,87,17.335,100,4.17,rain,0,0,37.1,31.7,289,1012.9,45,12,71.5,6.1,3,10,2023-03-21T07:24:02,2023-03-21T19:32:03,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",22/03/2023,19.1,13.1,16.4,19.1,13.1,16.4,11.4,73.7,1.567,100,20.83,rain,0,0,38.5,27.7,220.4,1013.8,35.7,12.6,265.9,22.8,9,10,2023-03-22T07:24:55,2023-03-22T19:30:34,0,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",23/03/2023,20.8,11,16.1,20.8,11,16.1,10.5,70.4,0,0,0,,0,0,18.4,18.4,204.3,1020.7,16.2,13.7,191.3,16.7,7,10,2023-03-23T07:25:49,2023-03-23T19:29:05,0.04,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",24/03/2023,20.1,10.9,15.7,20.1,10.9,15.7,11.7,78.9,0.008,100,4.17,rain,0,0,11.5,16.6,208.9,1021.3,20.4,13.5,223.1,19.4,9,10,2023-03-24T07:26:42,2023-03-24T19:27:37,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",25/03/2023,21,12,16.6,21,12,16.6,12.5,78.3,0.008,100,4.17,rain,0,0,18.4,20.5,270.6,1018.7,34.1,13.7,214.7,18.5,9,10,2023-03-25T07:27:34,2023-03-25T19:26:08,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",26/03/2023,22.8,14,18.6,22.8,14,18.6,15.1,80.9,0,0,0,rain,0,0,23,22.3,294.9,1016,59.8,13.5,222.4,18.9,8,10,2023-03-26T07:28:27,2023-03-26T19:24:39,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",27/03/2023,21.9,16,19.2,21.9,16,19.2,16.3,83.9,0,0,0,rain,0,0,12.6,14.8,236.8,1014.6,75.6,13.2,141,12.2,6,10,2023-03-27T07:29:20,2023-03-27T19:23:10,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",28/03/2023,20.1,14.8,17.4,20.1,14.8,17.4,15.2,87.7,0.967,100,8.33,rain,0,0,28.4,24.1,238.7,1010.7,66.8,12.5,146,12.5,6,10,2023-03-28T07:30:12,2023-03-28T19:21:42,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",29/03/2023,17.1,11.8,14.6,17.1,11.8,14.6,8.3,67,0.958,100,8.33,rain,0,0,42.5,35.3,195.9,1011.9,19.5,12.8,259.9,22.4,9,10,2023-03-29T07:31:05,2023-03-29T19:20:14,0.25,Rain,Clear conditions throughout the day with rain clearing later.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",30/03/2023,18.2,9.1,13.8,18.2,7.7,13.4,6.8,63.9,0,0,0,,0,0,40,24.1,202.6,1016,1.2,13.5,241.8,20.8,9,10,2023-03-30T07:31:57,2023-03-30T19:18:45,0.27,Clear,Clear conditions throughout the day.,clear-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",31/03/2023,20.1,9.1,14.8,20.1,8.6,14.8,10.5,76.7,0,0,0,,0,0,25.9,18.4,18.9,1016,31.3,13.7,221.5,19.2,9,10,2023-03-31T07:32:49,2023-03-31T19:17:17,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",1/04/2023,21.1,16.8,18.8,21.1,16.8,18.8,16.4,86,5.384,100,8.33,rain,0,0,32.8,29.5,32.6,1012.1,66.6,12.4,80.1,6.9,4,10,2023-04-01T07:33:41,2023-04-01T19:15:50,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",2/04/2023,23,17.1,19.2,23,17.1,19.2,17.6,90.7,1.664,100,12.5,rain,0,0,22.7,22.3,224.6,1011.9,47.8,9.4,178.5,16.1,7,10,2023-04-02T06:34:33,2023-04-02T18:14:22,0.36,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"93119099999,NZAA,93129099999,93110099999,C4778"
"Auckland,New Zealand",3/04/2023,20.1,15.9,17.8,20.1,15.9,17.8,12.9,74.3,0,0,0,rain,0,0,37.4,40.7,216.7,1015.4,59.5,12.9,185.2,15.9,7,10,2023-04-03T06:35:25,2023-04-03T18:12:55,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"93119099999,NZAA,93129099999,93110099999,C4778"
